@relation 'flchain'
@attribute 'age' numeric
@attribute 'sex' {'F','M'}
@attribute 'sample.yr' numeric
@attribute 'kappa' numeric
@attribute 'lambda' numeric
@attribute 'flc.grp' {'1','10','2','3','4','5','6','7','8','9'}
@attribute 'mgus' {'0','1'}
@attribute 'time' numeric
@attribute 'status' numeric
@data
54,"M",2001,1.3,1.74,"6","0",2974,0
50,"M",2000,1.66,1.22,"6","0",3332,0
65,"M",1996,0.95,1.09,"2","0",4829,0
71,"M",1996,0.96,1.4,"4","0",4872,0
65,"M",1996,1.02,1.06,"2","0",4926,0
59,"M",1997,1.31,2.11,"8","0",4311,0
60,"M",1998,3.15,3.08,"10","0",4159,0
77,"M",1995,2.25,1.92,"9","0",578,1
52,"M",1998,1.56,1.69,"7","0",3988,0
80,"F",1996,1.62,1.76,"8","0",1504,1
67,"M",2000,1.46,1.1,"5","0",3467,0
59,"F",1996,1.89,1.7,"8","0",4752,0
53,"M",1996,0.66,1.2,"2","0",4865,0
82,"F",1996,1.4,1.79,"7","0",3230,1
62,"M",1996,1.13,1.42,"4","0",4703,0
58,"F",1996,0.81,1.19,"2","0",4837,0
56,"F",1998,0.84,1.19,"2","0",3948,0
66,"M",1995,1.62,1.53,"7","0",1877,1
73,"M",1996,2.56,2.24,"10","0",2906,1
58,"F",1998,1.49,1.2,"5","0",3938,0
75,"F",1996,1.45,1.62,"7","0",4138,0
58,"F",1997,1.51,1.22,"5","0",4372,0
57,"F",1995,0.78,1.02,"2","0",880,0
53,"F",1995,0.38,1.33,"1","0",3203,1
62,"M",1996,1.54,1.69,"7","0",4907,0
65,"M",1996,2.08,1.86,"9","0",4577,0
65,"F",1997,0.93,1.31,"3","0",4361,0
60,"M",1996,1.81,2.31,"9","0",2388,1
63,"F",1995,5.56,4.3,"10","0",69,1
68,"M",1996,1.23,1.95,"7","0",221,1
70,"M",1996,1.41,1.61,"6","0",4001,0
63,"F",1997,0.902,1.15,"2","0",450,1
54,"F",1997,0.764,1.29,"2","0",4333,0
76,"M",1996,5.41,5.07,"10","0",1452,1
76,"M",1997,1.8,2.8,"9","0",2677,1
59,"F",1998,1.11,1.23,"4","0",3948,0
51,"F",1996,0.918,1.15,"2","0",4738,0
72,"F",1996,0.76,1.37,"3","0",3053,1
70,"M",1996,4.59,11.2,"10","0",688,1
56,"F",1996,1.4,1.77,"7","0",4828,0
77,"F",1995,1.48,1.5,"6","0",3586,1
53,"M",1998,1.79,1.48,"7","0",4120,0
65,"F",1996,1.31,1.6,"6","0",4675,0
63,"M",1997,1.78,1.46,"7","0",4468,0
55,"M",1996,1.31,1.65,"6","0",4898,0
65,"M",1996,1.06,1.15,"3","0",3643,1
64,"F",1996,1.34,1.48,"6","0",4618,0
58,"F",1996,0.443,0.962,"1","0",4687,0
59,"F",1999,0.886,1.04,"2","0",3487,0
52,"M",2003,1.32,1.64,"6","0",433,0
70,"F",1996,0.44,0.99,"1","0",4844,0
67,"F",1997,1.84,2.15,"9","0",4557,0
76,"F",1996,1.65,1.57,"7","0",4653,0
68,"F",1997,1.63,1.4,"6","0",4326,0
52,"F",1996,1.48,2.17,"8","0",4866,0
52,"M",1997,1.37,1.71,"7","0",4458,0
70,"M",1995,1.67,2.23,"9","0",4953,0
57,"F",1996,0.345,0.349,"1","0",4661,0
58,"F",1997,1.67,1.5,"7","0",4240,0
87,"F",1997,1.43,0.997,"4","0",1171,1
56,"F",1999,1.08,1.16,"3","0",3752,0
67,"M",2003,1.52,1.53,"6","0",2171,0
71,"F",1996,0.93,0.95,"2","0",3211,1
56,"F",2000,0.831,1.42,"3","0",3371,0
50,"F",1996,1.15,1.34,"4","0",4789,0
55,"M",2000,1.33,1.62,"6","0",3228,0
65,"F",2003,1.11,1.32,"4","0",2225,0
71,"F",1997,0.91,1.49,"4","0",968,0
70,"F",1997,1.47,1.8,"7","0",4502,0
56,"F",1996,1.13,1.63,"5","0",4808,0
50,"F",1996,1.18,1.26,"4","0",4794,0
66,"F",1996,0.46,1.13,"1","0",4865,0
56,"M",1996,0.802,1.37,"3","0",4789,0
52,"M",1996,1.22,1.34,"5","0",553,1
74,"M",1996,2.57,2.45,"10","0",4925,0
56,"M",2002,1.5,1.99,"8","0",2513,0
52,"M",2003,1.49,1.48,"6","0",2272,0
54,"M",1999,1.45,1.23,"5","0",3809,0
76,"F",1996,2.95,2.1,"10","0",2051,0
77,"M",2000,1.8,2.06,"9","0",529,1
51,"M",1996,1.45,1.42,"6","0",4241,0
56,"F",1995,0.99,1.52,"4","0",4983,0
76,"F",1996,1,1.38,"4","0",2434,1
72,"F",1997,2.62,2.23,"10","0",3010,1
59,"F",1996,1.73,2.98,"9","0",4905,0
82,"F",1996,0.73,1.47,"3","0",1957,1
73,"F",2001,1.02,0.719,"1","0",3005,0
58,"F",2001,1.03,1.17,"3","0",2771,0
51,"M",1996,0.481,0.973,"1","0",4691,0
59,"F",1996,1.25,1.61,"6","0",4915,0
54,"M",1996,0.739,1.08,"2","0",4589,0
72,"F",1995,0.99,1.17,"3","0",3245,1
54,"F",1997,0.734,0.99,"1","0",4352,0
70,"F",1996,1.53,1.87,"8","0",4733,0
96,"F",1996,4.53,3.95,"10","0",673,1
61,"F",1999,1.08,1.31,"4","0",3771,0
52,"F",1996,1.47,1.29,"5","0",4640,0
51,"M",1996,0.56,1.2,"2","0",4880,0
58,"F",1995,0.34,0.91,"1","0",4946,0
73,"F",1995,1.13,1.89,"6","0",5039,0
70,"F",1996,1.57,1.62,"7","0",4565,0
58,"F",1996,1.13,1.21,"4","0",3696,0
54,"F",1995,1.5,1.42,"6","0",546,1
62,"M",1998,1.86,1.59,"8","0",502,1
58,"M",1996,0.33,0.53,"1","0",4855,0
56,"M",1996,1.15,1.23,"4","0",4606,0
76,"F",1997,1.46,1.24,"5","0",1123,1
68,"F",1996,0.37,0.78,"1","0",4866,0
76,"F",1996,1.01,1.83,"6","0",3653,1
58,"F",1995,1.2,1.29,"4","0",4977,0
55,"F",1995,2.23,2.64,"10","0",4982,0
66,"F",1996,1.44,2.04,"8","0",4731,0
60,"M",1996,0.95,1.78,"5","0",3531,1
60,"F",1996,0.48,0.88,"1","0",4822,0
77,"M",1995,4.03,4.97,"10","0",250,1
88,"F",1996,1.67,1.84,"8","0",1318,1
51,"M",1996,1.01,1.76,"5","0",4725,0
67,"F",1997,1.15,1.57,"5","0",4550,0
57,"M",1996,1.03,1.52,"4","0",4922,0
71,"F",1996,0.95,1.19,"3","0",4564,0
79,"M",1996,2.32,3.13,"10","0",975,1
52,"M",2001,1.75,1.67,"8","0",3092,0
50,"M",1998,1.4,2.12,"8","0",3899,0
58,"F",2001,0.755,1.08,"2","0",3046,0
54,"F",1995,1.05,1.49,"4","0",4997,0
73,"F",1999,2.13,1.68,"8","0",3592,0
79,"F",1995,1.49,1.54,"6","0",3792,1
57,"F",1997,0.738,0.901,"1","0",4347,0
66,"F",1996,1.16,1.85,"6","0",4764,0
60,"M",1996,1.28,1.25,"4","0",4631,0
59,"M",1999,2.51,2.45,"10","0",3802,0
72,"F",1996,0.67,0.8,"1","0",4922,0
55,"F",1996,0.8,1.25,"2","0",4624,0
66,"F",2003,1.81,2.08,"9","0",2268,0
65,"M",1996,1.19,1.27,"4","0",4701,0
71,"M",1995,1.83,2.07,"9","0",4978,0
52,"F",1997,1.03,1.61,"5","0",4381,0
58,"F",1995,1.05,1.48,"4","0",5089,0
56,"F",1997,2.52,2.43,"10","0",4362,0
74,"M",1996,1.12,1.51,"5","0",1035,1
63,"M",1997,0.823,1.07,"2","0",4485,0
74,"F",1996,0.58,1.35,"2","0",409,1
64,"M",1995,1.78,2.34,"9","0",4992,0
62,"M",1996,1.29,1.66,"6","0",2001,1
51,"M",1996,1.33,1.47,"5","0",4722,0
71,"F",1996,2.18,2.25,"9","0",4781,0
60,"M",1999,0.982,1.23,"3","0",3513,0
56,"F",1998,1.34,1.15,"4","0",4087,0
71,"F",1996,0.74,1,"1","0",4837,0
61,"F",1995,0.94,1.25,"3","0",4955,0
63,"M",2000,1.1,1.95,"6","0",1522,1
68,"F",1995,1.85,2.1,"9","0",4997,0
77,"F",1996,2.54,2.62,"10","0",42,1
53,"F",1998,1.68,1.58,"7","0",2411,0
68,"M",1995,1.69,1.77,"8","0",4963,0
77,"M",2000,4.64,3.66,"10","0",3294,0
59,"M",2003,1.44,1.46,"6","0",2226,0
60,"M",1999,0.556,0.528,"1","0",3707,0
69,"M",1996,0.846,1.48,"3","0",4704,0
61,"M",1996,1.45,0.807,"3","1",4737,0
63,"F",1995,0.82,1,"2","0",4946,0
59,"F",1997,0.63,1.3,"2","0",4268,0
66,"F",1996,0.97,1.27,"3","0",4919,0
57,"F",1996,0.744,0.47,"1","0",4691,0
84,"M",1998,3.09,3.71,"10","0",3892,1
55,"M",1997,0.953,2,"6","0",4554,0
50,"F",1997,0.451,0.445,"1","0",4481,0
86,"F",1995,2.34,2.38,"10","0",1569,0
50,"M",1996,0.876,1.67,"4","0",4788,0
51,"M",2003,1.5,1.98,"8","0",2233,0
61,"M",1996,0.898,2.09,"6","0",4688,0
73,"M",1998,2.09,2.14,"9","0",3636,0
69,"F",1998,1.35,2.43,"8","0",4088,0
73,"M",1999,1.38,1.62,"6","0",3141,1
62,"M",1997,1.01,1.35,"4","0",3813,1
52,"F",2003,1.08,1.13,"3","0",2304,0
61,"F",1995,0.7,1.73,"4","0",5034,0
68,"F",1999,0.969,1.34,"3","0",3407,0
53,"M",1998,1.18,1.92,"7","0",3558,0
66,"F",1998,2.49,1.69,"9","0",3125,1
55,"M",1996,2.08,2.04,"9","0",4753,0
74,"M",1997,1.14,1.2,"4","0",1,1
56,"M",1996,1.3,1.49,"5","0",4848,0
77,"F",1995,2.31,2.69,"10","0",3818,1
73,"F",1996,0.73,1.9,"5","0",4807,0
52,"F",1998,1.21,1.92,"7","0",4130,0
57,"M",1995,0.8,1.15,"2","0",4932,0
58,"F",1999,1.06,1.31,"4","0",3687,0
71,"M",1997,1.57,1.48,"6","0",4168,1
78,"F",1996,1.84,2.75,"9","0",2343,1
76,"M",1996,2.1,1.9,"9","0",2937,1
60,"F",1997,1.43,1.53,"6","0",4560,0
75,"M",1996,1.46,1.98,"8","0",4718,1
55,"F",1996,0.3,1.12,"1","0",4872,0
53,"F",1998,0.96,1.3,"3","0",4156,0
51,"F",1996,1.06,1.27,"3","0",4905,0
63,"F",2000,1.82,1.7,"8","0",3312,0
61,"M",1996,1.27,1.04,"3","0",4639,0
87,"F",1996,1.42,1.62,"6","0",884,1
71,"M",1996,1.29,1.83,"7","0",4926,0
73,"F",1996,2.09,1.97,"9","0",4166,1
69,"M",1995,1.96,1.96,"9","0",1309,1
51,"F",1997,0.669,1.46,"3","0",4389,0
53,"F",1996,1.01,1.13,"3","0",4894,0
51,"M",1997,1.58,2.03,"8","0",4409,0
72,"M",1999,1.5,1.52,"6","0",3752,0
57,"F",1999,0.833,1.42,"3","0",3715,0
74,"F",1996,1.2,1.22,"4","0",4643,0
59,"F",1996,2.44,2.71,"10","0",4633,0
72,"M",1996,1.63,0.962,"5","1",4076,1
54,"F",1998,0.725,1.14,"2","0",4193,0
50,"F",1998,1.03,1.28,"3","0",3989,0
60,"M",1995,0.38,0.8,"1","0",4946,0
55,"F",1996,0.918,1.26,"3","0",4687,0
62,"M",1996,0.281,0.273,"1","0",4659,0
55,"M",1997,1.16,1.52,"5","0",4419,0
65,"F",1998,1.33,1.56,"6","0",4103,0
53,"F",1995,1.42,1.08,"4","0",3132,1
70,"F",1996,1.15,1.45,"5","0",4913,0
50,"F",1996,0.41,1.39,"2","0",4913,0
51,"F",1996,0.99,2.4,"8","0",4600,0
75,"F",1996,1.34,2.73,"9","0",4872,0
73,"M",1995,1.43,1.43,"6","0",5005,0
63,"F",1996,1.27,1.61,"6","0",4687,0
64,"M",1996,0.852,1.1,"2","0",4656,0
84,"F",1996,1.77,3.33,"10","0",4893,0
50,"F",2003,1.06,1.17,"3","0",2321,0
56,"F",1995,0.6,1.03,"1","0",4970,0
62,"F",1997,0.654,1.42,"2","0",819,0
58,"M",1996,0.74,1.15,"2","0",4877,0
67,"M",1996,0.74,1.07,"2","0",4846,0
54,"M",1996,0.93,1.88,"6","0",4900,0
77,"F",1996,0.98,1.17,"3","0",4827,0
55,"F",1998,0.87,1.85,"5","0",3974,0
53,"M",2001,1.55,1.98,"8","0",3017,0
51,"F",1996,1,1.15,"3","0",4841,0
74,"F",1996,1.01,1.98,"6","0",3565,1
52,"M",1996,1.64,1.27,"6","0",85,1
64,"F",1996,1.43,2.5,"9","0",4746,0
63,"F",1996,1.75,1.34,"7","0",4635,0
81,"M",1997,1.68,1.46,"7","0",2434,1
85,"F",1998,1.97,2.08,"9","0",278,1
84,"F",1996,0.988,1,"2","0",4641,0
53,"M",2000,1.88,1.54,"8","0",3255,0
90,"M",1998,3.39,3.42,"10","0",2743,1
56,"F",1996,1.7,1.8,"8","0",4649,0
72,"F",1997,1.67,1.98,"8","0",4397,0
82,"M",2001,3.2,4.03,"10","0",1330,1
61,"M",1996,1.4,1.25,"5","0",4564,0
71,"M",1995,2.03,1.89,"9","0",4998,0
59,"M",2001,0.852,0.747,"1","0",1107,1
55,"M",1997,1.88,1.74,"8","0",4291,0
53,"M",2003,1.47,1.22,"5","0",2238,0
81,"M",1999,2.27,2.06,"9","0",3774,0
63,"F",1996,1.04,1.67,"5","0",4918,0
58,"F",2003,1.46,2.48,"9","0",2226,0
56,"F",1995,1.61,1.21,"6","0",4883,0
52,"M",1996,0.97,1.86,"6","0",4872,0
70,"M",1995,1.31,1.6,"6","0",5005,0
72,"F",2000,1,1.52,"4","0",2479,0
62,"M",2001,0.954,0.916,"2","0",2973,0
59,"F",1995,1.02,1.44,"4","0",1404,1
58,"F",1996,0.74,1.06,"2","0",4921,0
65,"M",1996,2.35,1.95,"9","0",4586,0
73,"M",1997,1.41,1.8,"7","0",1816,1
65,"M",1997,1.7,1.78,"8","0",4547,0
66,"M",1998,1.04,0.986,"2","0",3912,0
57,"M",1995,0.85,1.52,"4","0",4932,0
67,"M",1995,0.8,0.9,"1","0",4960,0
71,"F",1996,1.33,1.35,"5","0",4695,0
59,"M",2002,1.92,1.93,"8","0",2507,0
83,"F",1995,0.83,1.14,"2","0",3610,1
79,"M",2000,1.92,1.62,"8","0",2627,1
74,"M",1996,1.81,1.51,"7","0",3391,1
52,"F",1996,0.674,1.68,"4","0",4787,0
84,"M",1996,3.43,5.22,"10","0",744,1
50,"M",2000,3.2,1.99,"10","0",3354,0
57,"F",1995,1.32,1.13,"4","0",4978,0
63,"F",1996,1.44,1.2,"5","0",4793,0
57,"F",1995,1.03,1.38,"4","0",4978,0
59,"M",1996,1.09,1.34,"4","0",4922,0
71,"F",1996,2.21,1.89,"9","0",4069,1
68,"M",1996,1.52,1.52,"6","0",4522,1
63,"M",1996,2.1,2.06,"9","0",4894,0
51,"M",2003,1.95,2.31,"9","0",2321,0
52,"M",1996,0.751,1.02,"2","0",4687,0
91,"M",1999,2.47,2.53,"10","0",2488,1
53,"F",1996,0.46,0.76,"1","0",4691,0
66,"F",1997,1.22,1.43,"5","0",4381,0
65,"F",1997,1.64,1.91,"8","0",4499,0
52,"M",1996,1.6,1.7,"7","0",2619,1
50,"F",1995,0.42,0.83,"1","0",4983,0
54,"F",1998,1.93,1.61,"8","0",4113,0
76,"F",1996,1.11,1.33,"4","0",4852,0
74,"M",1996,1.55,1.56,"7","0",4788,0
66,"F",1995,1.2,1.38,"5","0",4372,0
77,"M",1996,1.38,2.04,"8","0",1173,1
58,"M",2001,2.95,3.96,"10","0",3035,0
59,"M",1996,0.82,1.19,"2","0",4921,0
64,"F",1997,1.36,1.21,"5","0",4449,0
63,"F",1996,0.47,1.17,"1","0",4887,0
59,"M",1995,1.33,1.31,"5","0",4962,0
96,"F",1996,2.38,2.17,"9","0",2776,1
58,"M",1997,0.819,1.34,"3","0",2811,1
61,"F",1996,1.05,2.1,"7","0",4774,0
65,"F",1997,0.67,0.84,"1","0",4333,0
66,"M",1995,0.36,0.89,"1","0",4970,0
62,"M",1996,1.22,1.15,"4","0",4589,0
54,"M",1997,0.654,1.39,"2","0",1,0
68,"M",1997,1.57,1.98,"8","0",4548,0
92,"M",1996,2.86,2.99,"10","0",267,1
80,"F",1996,3.41,3.03,"10","0",1552,1
78,"F",1996,4.28,4.69,"10","0",2896,1
66,"F",1996,1.53,1.88,"8","0",2258,1
72,"F",1996,0.91,1.2,"3","0",4845,0
55,"M",1997,1.14,1.2,"4","0",4295,0
60,"M",1999,0.318,1.39,"1","1",3770,0
69,"F",1995,1.53,1.25,"5","0",3776,1
50,"M",1997,0.233,0.385,"1","0",4290,0
59,"F",1996,0.62,1.51,"3","0",4901,0
60,"M",2002,0.913,1.07,"2","0",2510,0
61,"M",1996,0.73,1.46,"3","0",4822,0
50,"M",2003,1.39,1.23,"5","0",2276,0
69,"F",1996,0.89,1.1,"2","0",657,1
59,"F",2001,1.61,1.6,"7","0",2870,0
54,"M",1995,1.38,2.07,"8","0",5005,0
67,"M",1995,3.88,3.47,"10","0",4998,0
65,"F",2000,2.5,1.98,"9","0",3288,0
90,"F",1997,2.26,2.13,"9","0",702,1
55,"F",1997,0.763,1.13,"2","0",4472,0
51,"F",1996,0.879,1.59,"4","0",4745,0
71,"F",1996,1.19,1.16,"4","0",187,1
80,"F",1997,2.32,1.71,"9","0",4306,0
52,"M",2002,1.13,1.4,"4","0",2513,0
72,"M",1996,0.85,1.72,"5","0",2962,1
52,"M",1996,0.966,1.02,"2","0",4642,0
69,"F",1996,1.22,1.24,"4","0",3019,0
53,"F",1998,2.26,2.99,"10","0",3931,0
60,"M",1999,1.16,2.17,"7","0",3725,0
57,"M",1996,0.282,0.241,"1","0",4411,0
52,"F",1996,1.06,1.3,"4","0",4787,0
67,"F",1997,1.07,1.42,"4","0",2566,1
60,"F",1998,1.3,1.43,"5","0",245,0
68,"F",1998,1.2,1.67,"6","0",3967,0
59,"F",1995,1.33,1.83,"7","0",1,0
50,"F",1997,0.945,0.875,"2","0",4445,0
58,"M",1995,1.92,1.81,"8","0",4190,1
74,"M",1995,1.74,2.16,"9","0",4960,0
55,"F",1996,0.666,1.35,"2","0",4757,0
64,"F",1995,1.01,1.35,"4","0",4601,0
60,"F",1999,1.32,0.996,"3","0",1998,1
57,"M",1999,1.5,1.48,"6","0",3792,0
74,"F",1996,1.33,1.35,"5","0",581,0
50,"F",1997,2.57,2.7,"10","0",4047,0
64,"F",1996,2.11,2.71,"10","0",217,0
68,"F",1996,1.99,2.67,"9","0",71,1
55,"M",2003,0.771,0.854,"1","0",2195,0
74,"F",1995,1.34,1.96,"7","0",5003,0
57,"F",1998,0.558,0.433,"1","0",4016,0
73,"F",1995,1.77,2.2,"9","0",4995,0
74,"F",1996,2.58,2.3,"10","0",4688,0
58,"M",1996,0.77,0.91,"1","0",15,1
71,"F",1995,0.86,1.98,"6","0",5003,0
58,"F",1998,1.22,1.47,"5","0",4143,0
83,"F",2003,1.57,1.58,"7","0",2322,0
59,"M",1996,1.15,1.25,"4","0",4579,0
78,"F",1996,0.996,1.33,"3","0",4663,0
69,"F",1995,0.55,1.05,"1","0",5055,0
61,"F",1997,2.72,2.51,"10","0",4458,0
73,"M",2000,1.25,1.56,"6","0",940,1
52,"F",1995,1.9,1.97,"9","0",4981,0
50,"F",1996,3.2,2.1,"10","0",4659,0
52,"M",1996,1.24,1.91,"7","0",4730,0
59,"M",1996,0.48,1.45,"2","0",4926,0
51,"F",1996,1.06,1.42,"4","0",4773,0
72,"M",1999,0.995,0.924,"2","0",3821,0
55,"M",1996,1.26,1.82,"7","0",4921,0
67,"M",1996,2.37,1.71,"9","0",4766,0
67,"F",1996,1.38,1.37,"5","0",4568,0
55,"F",1996,0.4,0.72,"1","0",4795,0
67,"F",2000,1.54,1.74,"7","0",3269,0
51,"M",1997,1.77,1.49,"7","0",4459,0
61,"M",1996,0.91,1.08,"2","0",4906,0
75,"M",1995,0.9,1.17,"2","0",2275,1
62,"F",1996,1.31,1.39,"5","0",4703,0
86,"M",1996,3.23,3.13,"10","0",2344,1
76,"F",1998,1.03,1.05,"2","0",3962,0
78,"F",2002,1.01,1.59,"5","0",2512,0
52,"M",2000,1,1.54,"4","0",3323,0
54,"F",1996,0.44,1.48,"2","0",3305,0
63,"M",2003,1.5,1.24,"5","0",2268,0
50,"M",1998,0.888,0.396,"1","1",4173,0
69,"F",2000,1.3,2.07,"7","0",1963,0
63,"F",1997,1.04,1.87,"6","0",4330,0
67,"M",1998,1.53,2.25,"8","0",4017,1
77,"M",1996,1.25,1.23,"4","0",1143,1
52,"F",1997,1.32,1.62,"6","0",16,0
52,"F",2001,1.18,1.45,"5","0",3051,0
68,"F",1996,1.28,1.36,"5","0",535,0
51,"M",1999,1.45,1.32,"5","0",3794,0
62,"M",1995,1.31,1.12,"4","0",4981,0
51,"M",1996,1.31,2.03,"7","0",1706,1
66,"F",1997,1.33,2.82,"9","0",4416,0
53,"F",1996,0.81,1.38,"3","0",4891,0
57,"M",1996,1.2,1.69,"6","0",4619,0
58,"F",1996,1.48,1.63,"7","0",4387,0
50,"M",2003,1.03,1.4,"4","0",2288,0
62,"F",1998,1.86,2.14,"9","0",1583,0
53,"F",1995,0.41,0.72,"1","0",5124,0
64,"M",1996,1.64,1.92,"8","0",4788,0
65,"F",1996,0.667,1.38,"2","0",4701,0
62,"M",1996,2.27,2.41,"9","0",939,1
74,"F",1996,0.37,0.69,"1","0",4759,0
55,"F",2003,1.61,1.36,"6","0",2226,0
51,"F",1996,1.29,0.92,"3","0",2238,0
72,"M",1996,1.46,1.46,"6","0",4687,0
64,"F",1996,0.632,1.17,"2","0",4771,0
59,"M",1996,1.24,0.313,"1","1",4589,0
71,"M",1996,0.61,1.05,"1","0",4774,0
64,"F",1997,1.13,1.03,"3","0",4276,0
59,"F",1996,0.3,0.97,"1","0",4844,0
62,"M",1998,2.52,1.91,"9","0",3984,0
66,"F",1998,0.607,0.694,"1","0",4180,0
78,"M",1997,0.678,1.11,"2","0",4331,0
76,"F",2003,2.13,2.28,"9","0",2273,0
58,"F",1996,0.799,1.32,"3","0",4764,0
67,"M",1996,1.19,3.02,"9","0",2166,1
65,"F",1995,1.25,2.44,"8","0",4947,0
53,"F",1996,1.88,1.62,"8","0",4584,0
68,"F",1996,1.42,2.2,"8","0",4726,0
54,"M",1996,1.15,1.234,"4","0",4568,0
57,"M",1995,1.59,1.67,"7","0",5096,0
52,"F",2003,1.25,1.56,"6","0",2300,0
77,"M",1997,1.43,1.35,"5","0",4268,0
80,"M",1995,1.4,2.09,"8","0",1058,1
55,"F",1999,1.11,2.05,"7","0",2503,1
56,"F",1996,1.18,1.11,"3","0",4654,0
68,"M",1995,1.37,0.92,"3","0",4950,0
61,"F",1996,1.61,2.41,"9","0",4841,0
68,"F",1996,1.8,2.12,"9","0",4604,0
70,"F",1995,0.7,0.83,"1","0",5002,0
63,"F",1997,1.23,1.96,"7","0",4250,0
64,"F",1996,0.57,1.01,"1","0",4892,0
52,"F",1996,1.45,1.85,"7","0",4824,0
55,"M",1996,0.48,1.21,"1","0",4918,0
54,"F",1996,0.45,0.51,"1","0",4631,0
51,"M",1997,1.45,1.09,"4","0",4470,0
64,"M",1996,1.07,1.21,"3","0",4894,0
50,"F",1997,0.633,0.377,"1","1",4465,0
73,"M",1995,0.79,0.93,"1","0",15,1
86,"F",1996,1.57,1.68,"7","0",4681,0
74,"M",1996,2.76,2.85,"10","0",2906,1
77,"M",1996,2.32,2.19,"9","0",8,1
58,"F",1996,1.25,1.03,"3","0",4792,0
76,"F",1996,2.68,4,"10","0",3961,1
63,"M",1996,1.79,1.64,"8","0",3419,0
74,"F",2000,2.59,3.58,"10","0",3108,0
52,"F",1996,1.79,1.87,"8","0",4757,0
51,"M",1996,2.1,2.15,"9","0",4912,0
56,"F",2003,1.17,1.71,"6","0",2272,0
79,"F",1995,1.75,1.87,"8","0",2120,1
57,"M",1996,1.32,1.76,"7","0",4626,0
73,"M",1998,0.39,0.91,"1","0",3920,0
59,"F",1997,1.59,1.73,"7","0",4085,1
54,"M",1998,1.71,1.25,"6","0",4170,0
50,"F",1997,1.98,2.26,"9","0",4557,0
69,"F",1995,1.48,1.56,"6","0",4422,1
50,"M",1997,0.76,0.548,"1","0",4206,0
58,"M",1996,0.77,1.42,"3","0",4688,0
53,"M",1997,0.4,1.43,"2","0",4526,0
51,"F",1996,1.17,1.15,"3","0",1675,0
50,"F",1997,0.762,1.05,"2","0",4509,0
73,"F",1996,0.71,1.1,"2","0",4926,0
69,"F",1995,0.43,1.13,"1","0",4560,1
63,"M",1996,1.09,1.92,"6","0",4789,0
54,"F",2001,1.53,1.56,"7","0",2938,0
76,"F",1999,1.55,1.95,"8","0",2161,1
54,"M",1996,1.04,1.52,"5","0",4759,0
63,"F",2001,1.87,2.1,"9","0",3010,0
50,"F",1996,1.14,1.13,"3","0",4654,0
50,"F",1996,0.97,1.53,"4","0",4920,0
61,"F",1998,1.52,1.79,"7","0",3863,0
60,"M",1997,1.55,1.82,"7","0",4561,0
80,"F",1995,1.19,1.83,"6","0",203,1
59,"M",1996,1.25,1.36,"5","0",4624,0
50,"F",1996,1.81,1.55,"7","0",4806,0
76,"M",1997,1.87,2.01,"9","0",1700,1
62,"M",1996,1.82,2.17,"9","0",4343,1
72,"F",2001,2.52,3.81,"10","0",2586,1
50,"M",1998,2.35,2.28,"9","0",3815,0
56,"F",1996,1.16,1.01,"3","0",4409,0
82,"F",1996,1.97,3.16,"10","0",4878,0
80,"M",1995,0.46,0.82,"1","0",3719,1
84,"F",1997,1.42,1.75,"7","0",2439,1
56,"M",1996,1.91,2.36,"9","0",2908,1
68,"F",1995,1.2,1.59,"5","0",4963,0
65,"M",1996,1.58,1.43,"6","0",3240,1
68,"M",2003,1.3,1.01,"3","0",2160,0
62,"M",1998,1.22,1.34,"5","0",4184,0
87,"F",1998,2.09,2.57,"9","0",1664,1
74,"F",1996,2.71,3.09,"10","0",3759,1
71,"F",1997,0.887,1.1,"2","0",4443,0
81,"F",1995,1.27,1.5,"5","0",633,1
76,"M",1996,2.43,2.21,"9","0",2219,1
67,"F",1997,1.11,1.04,"3","0",4562,0
51,"F",1997,1.3,2.04,"7","0",4400,0
52,"M",1997,0.306,0.39,"1","0",4366,0
71,"F",1996,0.386,1.22,"1","0",1172,1
73,"M",1995,2.53,4.17,"10","0",2084,1
52,"M",2003,1.24,1.5,"5","0",2295,0
78,"F",1996,1.1,1.6,"5","0",1711,1
51,"M",1999,1.63,2.09,"8","0",3577,0
69,"M",1995,1.44,1.54,"6","0",5005,0
60,"F",1996,1.19,1.09,"3","0",4760,0
52,"F",1996,0.8,0.95,"1","0",4802,0
58,"F",2003,1.19,1.15,"4","0",2226,0
59,"M",1997,1.75,2.32,"9","0",4481,0
69,"F",1996,0.58,0.85,"1","0",4761,0
64,"M",1997,1.94,1.9,"8","0",4408,0
62,"F",1995,0.9,1.07,"2","0",4970,0
69,"F",1996,0.69,1.09,"2","0",4835,0
57,"M",1998,0.594,0.397,"1","0",4018,0
55,"F",1996,1.06,1.28,"4","0",4927,0
55,"F",1999,0.825,0.97,"2","0",3697,0
66,"M",1996,0.57,1.52,"3","0",4828,0
71,"F",1995,2,2.43,"9","0",3602,1
66,"M",1997,1.61,1.81,"8","0",4536,0
65,"M",2001,1.23,1.31,"4","0",3101,0
61,"M",1995,0.4,1.14,"1","0",4971,0
53,"M",1995,1.11,1.03,"3","0",4978,0
79,"F",1995,1.83,2.88,"9","0",4983,0
78,"F",1996,0.858,1.41,"3","0",3039,1
52,"F",1997,1.47,1.84,"7","0",4470,0
61,"M",1996,1.49,1.47,"6","0",4683,0
